0	0
1	9
2	22
3	32
4	43
5	54
6	65
7	77
8	86
9	98
10	109
11	121
12	131
13	144
14	154
15	167
16	176
17	189
18	198
19	209
20	220
21	231
22	250
23	264
24	275
25	282
26	293
27	304
28	315
29	326
30	337
31	348
32	360
33	370
34	383
35	393
36	404
37	415
38	427
39	438
40	448
41	460
42	471
43	482
44	493
45	504
46	518
47	528
48	541
49	550
50	563
51	573
52	582
53	593
54	604
55	614
56	625
57	638
58	649
59	661
60	671
61	684
62	693
63	706
64	716
65	728
66	738
67	749
68	760
69	772
70	783
71	794
72	804
73	815
74	826
75	838
76	854
77	866
78	878
79	887
80	898
81	909
82	922
83	931
84	942
85	954
86	964
87	977
88	986
89	998
90	1009
91	1020
92	1031
93	1042
94	1053
95	1065
96	1076
97	1089
98	1098
99	1110
100	1120
101	1131
102	1142
103	1155
104	1166
105	1175
106	1187
107	1198
108	1210
109	1220
110	1231
111	1242
112	1255
113	1264
114	1276
115	1288
116	1299
117	1309
118	1320
119	1332
120	1343
121	1356
122	1364
123	1376
124	1388
125	1398
126	1409
127	1420
128	1431
129	1443
130	1454
131	1464
132	1476
133	1486
134	1499
135	1510
136	1520
137	1531
138	1543
139	1555
140	1566
141	1577
142	1588
143	1599
144	1610
145	1621
146	1632
147	1645
148	1654
149	1665
150	1677
151	1687
152	1698
153	1709
154	1721
155	1731
156	1743
157	1755
158	1766
159	1777
160	1788
161	1799
162	1808
163	1820
164	1831
165	1842
166	1855
167	1865
168	1876
169	1886
170	1899
171	1908
172	1921
173	1932
174	1942
175	1954
176	1964
177	1975
178	1986
179	1998
180	2010
181	2020
182	2031
183	2043
184	2053
185	2065
186	2076
187	2087
188	2100
189	2110
190	2121
191	2132
192	2144
193	2154
194	2164
195	2175
196	2187
197	2198
198	2209
199	2220
200	2231
201	2244
202	2253
203	2264
204	2276
205	2286
206	2298
207	2309
208	2320
209	2333
210	2342
211	2355
212	2364
213	2378
214	2387
215	2398
216	2409
217	2421
218	2431
219	2442
220	2454
221	2464
222	2476
223	2488
224	2498
225	2509
226	2521
227	2532
228	2543
229	2556
230	2564
231	2575
232	2587
233	2600
234	2610
235	2621
236	2633
237	2644
238	2653
239	2664
240	2676
241	2686
242	2698
243	2710
244	2720
245	2732
246	2744
247	2755
248	2764
249	2775
250	2787
251	2799
252	2809
253	2822
254	2831
255	2844
256	2853
257	2865
258	2875
259	2887
260	2898
261	2910
262	2920
263	2931
264	2944
265	2954
266	2964
267	2980
268	2995
269	3004
270	3015
271	3026
272	3037
273	3049
274	3059
275	3070
276	3082
277	3093
278	3104
279	3115
280	3126
281	3137
282	3148
283	3160
284	3171
285	3182
286	3193
287	3204
288	3215
289	3226
290	3238
291	3249
292	3260
293	3271
294	3282
295	3293
296	3304
297	3315
298	3328
299	3338
300	3348
301	3360
302	3371
303	3382
304	3393
305	3405
306	3415
307	3426
308	3438
309	3449
310	3460
311	3471
312	3483
313	3493
314	3504
315	3515
316	3526
317	3538
318	3549
319	3560
320	3571
321	3582
322	3593
323	3605
324	3615
325	3626
326	3638
327	3649
328	3660
329	3671
330	3682
331	3693
332	3705
333	3715
334	3726
335	3737
336	3748
337	3759
338	3770
339	3782
340	3793
341	3804
342	3815
343	3827
344	3842
345	3854
346	3865
347	3876
348	3887
349	3898
350	3909
351	3921
352	3934
353	3943
354	3954
355	3964
356	3976
357	3988
358	3998
359	4009
360	4021
361	4031
362	4044
363	4055
364	4065
365	4077
366	4087
367	4097
368	4110
369	4121
370	4132
371	4143
372	4155
373	4164
374	4177
375	4188
376	4199
377	4210
378	4221
379	4232
380	4242
381	4254
382	4265
383	4276
384	4288
385	4299
386	4310
387	4321
388	4331
389	4342
390	4353
391	4366
392	4377
393	4388
394	4397
395	4410
396	4420
397	4431
398	4443
399	4455
400	4466
401	4475
402	4488
403	4500
404	4510
405	4520
406	4531
407	4544
408	4555
409	4565
410	4576
411	4586
412	4598
413	4609
414	4622
415	4631
416	4643
417	4655
418	4666
419	4675
420	4687
421	4699
422	4710
423	4722
424	4731
425	4742
426	4753
427	4765
428	4776
429	4787
430	4799
431	4809
432	4822
433	4831
434	4843
435	4854
436	4864
437	4877
438	4887
439	4898
440	4909
441	4922
442	4932
443	4942
444	4954
445	4965
446	4976
447	4987
448	4998
449	5010
450	5020
451	5030
452	5042
453	5055
454	5066
455	5076
456	5086
457	5097
458	5110
459	5121
460	5131
461	5144
462	5153
463	5164
464	5177
465	5188
466	5199
467	5209
468	5220
469	5232
470	5242
471	5255
472	5265
473	5276
474	5287
475	5299
476	5310
477	5320
478	5332
479	5343
480	5355
481	5365
482	5377
483	5386
484	5398
485	5409
486	5420
487	5432
488	5442
489	5453
490	5466
491	5476
492	5487
493	5499
494	5510
495	5520
496	5533
497	5542
498	5553
499	5565
500	5576
501	5586
502	5599
503	5610
504	5621
505	5631
506	5642
507	5653
508	5666
509	5675
510	5686
511	5698
512	5710
513	5720
514	5730
515	5742
516	5754
517	5765
518	5777
519	5787
520	5799
521	5811
522	5821
523	5832
524	5843
525	5855
526	5864
527	5876
528	5886
529	5902
530	5911
531	5921
532	5933
533	5942
534	5954
535	5967
536	5975
537	5986
538	5997
539	6010
540	6021
541	6031
542	6043
543	6054
544	6065
545	6076
546	6087
547	6098
548	6110
549	6123
550	6134
551	6143
552	6154
553	6164
554	6178
555	6187
556	6198
557	6209
558	6221
559	6231
560	6243
561	6253
562	6265
563	6279
564	6290
565	6301
566	6312
567	6323
568	6334
569	6345
570	6356
571	6367
572	6379
573	6390
574	6401
575	6412
576	6423
577	6434
